rank,name,symbol,market_cap,price,circulating_supply,volume_24h,%1h,%7h,%24h,date
79,Axie Infinity,AXS,1084356190.98,7.5604,75604.0,36851695.34,-0.39,-1.04,3.1,2024-04-21
80,Ronin,RON,1071255103.02,3.3958,33958.0,11884728.28,-0.12,-1.02,4.09,2024-04-21
81,The Sandbox,SAND,1068579262.54,0.4746,4746.0,74430367.89,-0.55,-1.7,6.66,2024-04-21
82,Worldcoin,WLD,1060221462.81,5.5361,55361.0,273390563.4,0.55,-1.59,7.6,2024-04-21
83,eCash,XEC,1061038716.51,5.388e-05,5388.0,32265716.16,-0.3,-1.59,-5.54,2024-04-21
84,Chiliz,CHZ,1031200525.24,0.116,116.0,50156771.57,-0.72,-1.95,7.65,2024-04-21
85,ORDI,ORDI,1027248690.09,48.92,4892.0,174852404.03,-0.38,-4.57,2.17,2024-04-21
86,Tezos,XTZ,1019234689.03,1.0412,10412.0,25094283.54,-0.25,-3.61,-0.75,2024-04-21
87,Synthetix,SNX,1002230642.31,3.0577,30577.0,23439112.31,-0.48,-2.06,2.77,2024-04-21
88,JasmyCoin,JASMY,991750967.97,0.02012,2012.0,79099820.98,-0.07,1.99,2.84,2024-04-21
89,Pyth Network,PYTH,990621967.24,0.6604,6604.0,61400730.53,-0.43,-1.7,7.88,2024-04-21
90,Conflux,CFX,976033098.77,0.2476,2476.0,39946075.32,-0.43,-3.97,-1.04,2024-04-21
91,Starknet,STRK,955659255.78,1.3127,13127.0,83746402.93,-0.62,-2.69,-11.66,2024-04-21
92,Akash Network,AKT,948487519.6,4.0487,40487.0,3960223.32,-0.45,-2.21,5.68,2024-04-21
93,Gnosis,GNO,934516032.14,360.87,36087.0,18514005.99,-0.25,1.07,7.36,2024-04-21
94,KuCoin Token,KCS,932374818.88,9.6988,96988.0,1692163.52,-0.1,4.96,9.51,2024-04-21
95,Mina,MINA,923883860.58,0.8472,8472.0,21524718.06,-0.58,-2.68,5.97,2024-04-21
96,EOS,EOS,912315245.54,0.8119,8119.0,92310924.06,-0.31,-1.43,4.71,2024-04-21
97,Decentraland,MANA,883349379.03,0.4629,4629.0,44765369.17,-0.3,-1.62,4.34,2024-04-21
98,Nervos Network,CKB,871472569.1,0.0198,198.0,72017015.71,-0.18,-11.13,-24.06,2024-04-21
99,AIOZ Network,AIOZ,811616458.25,0.7458,7458.0,5734420.39,-0.06,8.96,12.45,2024-04-21
100,Axelar,AXL,781798229.05,1.2298,12298.0,15422190.16,0.02,-3.72,9.22,2024-04-21
101,ApeCoin,APE,777686400.2,1.2857,12857.0,40497703.98,-0.17,-2.34,4.75,2024-04-21
102,Kava,KAVA,769047509.56,0.7102,7102.0,20190621.14,-0.2,-1.76,5.03,2024-04-21
103,IOTA,IOTA,767458141.68,0.2376,2376.0,14403064.51,-0.6,-2.48,-1.1,2024-04-21
104,PancakeSwap,CAKE,727235482.54,2.9129,29129.0,34330469.48,-0.42,-0.48,3.41,2024-04-21
105,Klaytn,KLAY,723605484.08,0.1996,1996.0,11878301.61,-0.22,-0.4,4.57,2024-04-21
106,SATS,1000SATS,713700928.36,0.0003399,3399.0,74498671.83,-0.37,-9.96,9.35,2024-04-21
107,USDD,USDD,714561837.82,0.9852,9852.0,6731601.92,0.04,0.56,-1.01,2024-04-21
108,Nexo,NEXO,708480209.95,1.2651,12651.0,3537567.55,-0.03,-1.4,-3.42,2024-04-21
109,Oasis Network,ROSE,687884231.8,0.1025,1025.0,18078708.15,-0.27,-3.01,7.85,2024-04-21
110,Echelon Prime,PRIME,685934433.19,19.17,1917.0,5098539.05,-0.27,-7.25,-11.42,2024-04-21
111,GateToken,GT,677376813.38,7.0214,70214.0,5352851.73,-0.36,-1.26,-2.88,2024-04-21
112,dYdX (ethDYDX),ETHDYDX,647618663.22,2.33,23300.0,27734746.05,-0.4,-3.03,7.49,2024-04-21
113,Blur,BLUR,646338512.78,0.4156,4156.0,35814378.83,-0.14,-2.74,-1.36,2024-04-21
114,Bitcoin Gold,BTG,644473012.65,36.8,3680.0,6235969.21,-0.58,-2.39,-4.31,2024-04-21
115,Helium,HNT,637485088.72,3.9626,39626.0,11607536.32,-0.24,-5.03,-12.77,2024-04-21
116,Astar,ASTR,633015352.11,0.1124,1124.0,17271213.58,-0.26,0.31,8.54,2024-04-21
117,Theta Fuel,TFUEL,636936151.03,0.09766,9766.0,40450292.76,0.55,2.75,12.11,2024-04-21
118,Osmosis,OSMO,632740982.91,0.9645,9645.0,16535296.57,-0.16,-1.08,-0.13,2024-04-21
119,Terra Classic,LUNC,629161155.21,0.0001081,1081.0,26164033.84,-0.17,-1.7,5.02,2024-04-21
120,Ribbon Finance,RBN,627316963.08,1.168,11680.0,6902511.94,-0.19,5.76,-4.98,2024-04-21
121,BOOK OF MEME,BOME,589466602.04,0.01068,1068.0,250203346.89,0.56,-3.02,13.06,2024-04-21
122,Dymension,DYM,585690297.03,4.0116,40116.0,10980353.88,-0.52,-3.19,5.61,2024-04-21
123,Tether Gold,XAUt,588593174.53,2387.57,238757.0,3364578.98,0.09,-0.27,-0.03,2024-04-21
124,Ocean Protocol,OCEAN,575973188.39,1.0134,10134.0,34190006.13,-0.52,-0.6,12.09,2024-04-21
125,WOO,WOO,574097314.5,0.3095,3095.0,10190909.08,-0.67,-1.75,3.51,2024-04-21
126,Radix,XRD,564590989.39,0.05414,5414.0,2393778.19,-0.25,-1.82,-8.04,2024-04-21
127,IoTeX,IOTX,560373288.56,0.05935,5935.0,15737133.91,-0.48,0.18,9.88,2024-04-21
128,MANTRA,OM,551543234.15,0.6946,6946.0,26871866.73,0.29,-4.76,-4.08,2024-04-21
129,WEMIX,WEMIX,548535444.23,1.5379,15379.0,2408652.97,0.01,0.66,2.51,2024-04-21
130,Curve DAO Token,CRV,539384220.6,0.4532,4532.0,37201771.43,-0.39,-1.97,0.21,2024-04-21
131,XDC Network,XDC,540534422.98,0.03886,3886.0,5128727.04,0.23,-2.0,3.42,2024-04-21
132,SuperVerse,SUPER,523574352.37,1.0734,10734.0,10169493.36,-0.24,-2.85,3.73,2024-04-21
133,SKALE,SKL,514827389.94,0.09643,9643.0,30255938.27,-0.51,-1.42,3.13,2024-04-21
134,TrueUSD,TUSD,510016025.82,1.0006,10006.0,37429126.75,0.08,-0.07,0.09,2024-04-21
135,DeXe,DEXE,502768712.78,13.77,1377.0,4102649.81,0.16,-0.92,9.11,2024-04-21
136,1inch Network,1INCH,495772461.5,0.4284,4284.0,22176101.63,-0.29,-3.15,2.42,2024-04-21
137,Livepeer,LPT,486270337.79,15.26,1526.0,42982063.72,0.23,-4.73,26.08,2024-04-21
138,Manta Network,MANTA,483998155.6,1.9283,19283.0,34856375.65,-0.47,-2.8,-8.6,2024-04-21
139,cat in a dogs world,MEW,492028064.51,0.005535,5535.0,100410608.67,0.49,13.02,29.48,2024-04-21
140,GMT,GMT,483184291.49,0.25,25.0,35234018.28,-0.4,-2.27,-4.5,2024-04-21
141,Ankr,ANKR,482034056.18,0.0482,482.0,30292296.74,-0.37,-1.25,10.12,2024-04-21
142,Compound,COMP,476126909.91,58.7,5870.0,21264082.29,-0.39,-0.49,6.72,2024-04-21
143,Trust Wallet Token,TWT,474167309.23,1.138,11380.0,11764461.31,-0.16,0.0,3.57,2024-04-21
144,Enjin Coin,ENJ,470668615.28,0.3411,3411.0,17105270.78,-0.22,-3.55,1.4,2024-04-21
145,Rocket Pool,RPL,471313396.14,23.23,2323.0,4274763.67,-0.19,0.09,8.04,2024-04-21
146,Terra,LUNA,467284112.4,0.6502,6502.0,32147027.46,-0.32,-2.51,3.88,2024-04-21
147,Ethereum Name Service,ENS,466112735.26,14.95,1495.0,19264148.15,-0.06,-2.72,6.58,2024-04-21
148,0x Protocol,ZRX,466316223.18,0.5502,5502.0,41746179.89,0.08,-0.26,9.63,2024-04-21
149,FTX Token,FTT,468378548.82,1.4241,14241.0,14187896.75,-0.01,2.49,9.54,2024-04-21
150,Jito,JTO,462317904.69,3.8279,38279.0,170269762.96,-0.05,1.74,26.6,2024-04-21
151,APENFT,NFT,465200548.91,4.7e-07,47.0,18145003.46,-0.23,-0.21,-0.82,2024-04-21
152,ether.fi,ETHFI,460059396.56,3.9936,39936.0,108545593.17,-0.41,-3.2,-5.58,2024-04-21
153,Altlayer,ALT,459957751.28,0.4181,4181.0,39332934.08,-0.3,-3.67,-4.1,2024-04-21
154,MX TOKEN,MX,460105989.06,4.6774,46774.0,24164726.42,-3.55,-9.89,-11.1,2024-04-21
155,Galxe,GAL,451253477.76,4.2852,42852.0,22200382.91,0.3,4.13,11.59,2024-04-21
156,Celo,CELO,451363960.13,0.8455,8455.0,17048036.73,-0.32,-2.31,4.12,2024-04-21
157,Zilliqa,ZIL,449160023.12,0.02586,2586.0,18771090.12,-0.55,-2.04,2.82,2024-04-21
158,Siacoin,SC,452009448.62,0.00793,793.0,42988826.16,0.34,6.82,6.99,2024-04-21
159,Raydium,RAY,443628594.27,1.6884,16884.0,16479717.13,-0.25,0.17,10.31,2024-04-21
160,Qtum,QTUM,440227696.59,4.2024,42024.0,61824080.35,-0.73,-0.21,-1.01,2024-04-21
161,Holo,HOT,441075719.33,0.002546,2546.0,12469217.38,-0.7,-0.91,9.06,2024-04-21
162,Arkham,ARKM,440382884.32,2.1524,21524.0,151870917.56,0.43,6.2,36.11,2024-04-21
163,EthereumPoW,ETHW,439125486.76,4.0728,40728.0,23006675.03,-0.46,-5.33,7.45,2024-04-21
164,PAX Gold,PAXG,435950952.61,2376.44,237644.0,8187864.8,-0.15,-0.57,-0.77,2024-04-21
165,Ravencoin,RVN,434415512.21,0.03158,3158.0,46856927.25,-0.51,-3.34,0.34,2024-04-21
166,SPACE ID,ID,427542485.16,0.8294,8294.0,98627930.14,-0.52,-0.54,16.68,2024-04-21
167,aelf,ELF,418262805.16,0.5757,5757.0,7494397.68,-0.01,-0.61,0.48,2024-04-21
168,Polymesh,POLYX,404586737.52,0.4797,4797.0,69799444.24,-0.69,1.83,1.99,2024-04-21
169,Golem,GLM,404678270.31,0.4047,4047.0,12592671.16,-0.19,0.09,4.01,2024-04-21
170,ssv.network,SSV,404734442.27,40.47,4047.0,15595072.22,-0.15,-2.21,3.7,2024-04-21
171,OriginTrail,TRAC,396909247.92,0.9792,9792.0,2543696.29,0.01,0.65,0.23,2024-04-21
172,Frax Share,FXS,395968227.71,5.0095,50095.0,12841649.72,-0.63,-4.51,-2.44,2024-04-21
173,Biconomy,BICO,393861604.9,0.5449,5449.0,14352121.36,-0.42,-0.5,-1.78,2024-04-21
174,Basic Attention Token,BAT,389279624.9,0.2612,2612.0,13048644.33,-0.43,-2.08,0.75,2024-04-21
175,Saga,SAGA,387924637.21,4.3103,43103.0,121288949.55,0.04,-6.8,-2.81,2024-04-21
176,Gas,GAS,377348450.86,5.5815,55815.0,27996254.46,-0.46,-0.69,3.58,2024-04-21
177,Casper,CSPR,378854074.94,0.03169,3169.0,6017635.3,0.04,-1.66,1.1,2024-04-21
178,Illuvium,ILV,374565849.41,99.42,9942.0,7417823.43,-0.09,-0.99,0.39,2024-04-21
179,Zcash,ZEC,370873688.26,22.71,2271.0,47646901.66,-0.28,-2.23,3.44,2024-04-21
180,Metis,METIS,369502156.33,65.6,6560.0,14657221.23,-0.14,-2.62,8.53,2024-04-21
181,Loopring,LRC,365528475.5,0.2674,2674.0,12259923.82,-0.23,-2.35,-0.6,2024-04-21
182,Threshold,T,363942975.15,0.03772,3772.0,58801172.8,0.03,3.06,6.99,2024-04-21
183,SafePal,SFP,362859547.57,0.7846,7846.0,7705621.4,-0.35,-6.32,-3.5,2024-04-21
184,Dash,DASH,360554953.95,30.66,3066.0,40103098.0,-0.49,-2.59,1.73,2024-04-21
185,Centrifuge,CFG,361762515.66,0.7363,7363.0,1811511.4,-0.09,-4.78,-10.98,2024-04-21
186,Pixels,PIXEL,359370103.5,0.4661,4661.0,42896071.97,-0.34,-0.38,2.84,2024-04-21
187,Ontology,ONT,350325617.34,0.4003,4003.0,247829192.2,-1.32,8.86,28.54,2024-04-21
188,Decred,DCR,358121551.38,22.37,2237.0,3059424.53,-0.49,-0.96,9.72,2024-04-21
189,NEM,XEM,358102793.41,0.03979,3979.0,9694547.92,-0.28,-0.87,2.79,2024-04-21
190,Aragon,ANT,354798810.96,8.2168,82168.0,4868289.46,-0.27,-2.06,2.77,2024-04-21
191,Yield Guild Games,YGG,348688212.61,0.9638,9638.0,63501762.1,-0.24,1.43,7.42,2024-04-21
192,Memecoin,MEME,342767926.14,0.02868,2868.0,52107994.62,-0.23,-1.14,2.69,2024-04-21
193,Mask Network,MASK,342260176.0,3.5643,35643.0,48367436.88,-0.46,-2.11,2.56,2024-04-21
194,ZetaChain,ZETA,335945836.9,1.3133,13133.0,21696373.0,-0.58,-2.88,3.94,2024-04-21
195,Reserve Rights,RSR,333668453.48,0.006594,6594.0,17639560.04,-0.53,-1.12,3.84,2024-04-21
196,Flux,FLUX,332720771.4,0.9628,9628.0,6542173.45,0.02,-0.26,2.72,2024-04-21
197,Amp,AMP,329439009.53,0.007801,7801.0,18505213.58,0.38,1.17,10.96,2024-04-21
198,Chia,XCH,322974703.39,31.4,3140.0,5595947.94,-0.05,-1.61,-0.6,2024-04-21
199,JUST,JST,300522437.35,0.03376,3376.0,25121600.79,-0.23,-0.2,-4.43,2024-04-21
200,Harmony,ONE,301568052.84,0.02168,2168.0,7774400.89,-0.22,-2.66,1.55,2024-04-21
201,Lido Staked ETH,stETH,29349792102.4,3147.08,314708.0,71177712.33,-0.32,-0.19,-0.08,2024-04-21
202,Wrapped Bitcoin,WBTC,10093241551.92,64956.87,6495687.0,131377626.4,-0.08,0.07,-1.1,2024-04-21
203,Wrapped TRON,WTRX,9737453379.9,0.1112,1112.0,1127210.02,0.02,-0.09,-0.98,2024-04-21
204,Bitcoin BEP2,BTCB,3508617908.08,64928.51,6492851.0,22810476.38,0.02,0.1,-1.11,2024-04-21
205,Wrapped HBAR,WHBAR,3175527551.72,0.08885,8885.0,,-0.38,2.63,6.22,2024-04-21
206,Wrapped Beacon ETH,WBETH,2924879763.26,3262.9,326290.0,2640065.74,-0.19,-0.25,0.08,2024-04-21
207,Wrapped eETH,weETH,2409531707.56,3267.06,326706.0,13478019.68,-0.1,0.0,-0.02,2024-04-21
208,Ethena USDe,USDe,2362607263.3,0.9999,9999.0,90828048.71,0.01,-0.03,0.0,2024-04-21
209,Rocket Pool ETH,RETH,1806537835.79,3479.7,347970.0,4163021.3,0.03,0.09,-0.07,2024-04-21
210,Venus ETH,vETH,1682222798.49,827.05,82705.0,,0.01,62.9,1047.96,2024-04-21
211,Zeebu,ZBU,1596880324.72,4.8433,48433.0,41630383.1,-0.15,0.32,0.22,2024-04-21
212,Wrapped BNB,WBNB,986528388.46,579.5,57950.0,163808799.27,-0.07,1.5,2.11,2024-04-21
213,Marinade Staked SOL,MSOL,909391952.07,176.12,17612.0,16120827.48,-0.39,-1.23,-1.41,2024-04-21
214,Cheelee,CHEEL,885003944.11,16.44,1644.0,5505187.17,0.1,0.18,2.5,2024-04-21
215,Coinbase Wrapped Staked ETH,cbETH,655828679.72,3351.69,335169.0,2393155.82,-0.18,-0.21,-0.23,2024-04-21
216,Venus BNB,vBNB,653901864.27,7.7544,77544.0,,0.0,-28.96,-46.18,2024-04-21
217,Frax,FRAX,648616102.67,0.9987,9987.0,30779191.79,0.01,0.02,0.13,2024-04-21
218,Fasttoken,FTN,569064764.04,1.8667,18667.0,8650209.76,-0.07,4.55,4.24,2024-04-21
219,Brett,BRETT,550950219.9,0.0644,644.0,15287794.54,-3.31,-7.89,-3.33,2024-04-21
220,Degen,DEGEN,479718065.14,0.03383,3383.0,50683966.82,0.19,-7.35,18.09,2024-04-21
221,Rollbit Coin,RLB,427311789.11,0.1296,1296.0,1664813.95,-0.59,0.84,26.35,2024-04-21
222,Orbler,ORBR,402740994.7,0.3966,3966.0,218798.46,0.72,-6.17,-1.63,2024-04-21
223,PUPS (Ordinals),PUPS,390686690.52,50.28,5028.0,4503318.0,3.06,-5.54,-32.31,2024-04-21
224,Wrapped Kava,WKAVA,351415671.06,0.7061,7061.0,,-0.04,-1.56,7.91,2024-04-21
225,Propy,PRO,323519428.0,3.2352,32352.0,8760929.27,0.9,-2.62,-2.79,2024-04-21
226,PAAL AI,PAAL,307802560.49,0.3801,3801.0,5264369.76,-0.08,-5.49,-19.27,2024-04-21
227,HEX,HEX,303968558.34,0.001753,1753.0,332791.84,-0.68,-5.69,5.22,2024-04-21
228,Pocket Network,POKT,295213262.07,0.1801,1801.0,2085721.24,0.44,-1.49,-4.8,2024-04-21
229,Waves,WAVES,293773772.76,2.5681,25681.0,46637358.06,-0.25,-2.62,1.5,2024-04-21
230,VeThor Token,VTHO,293601857.49,0.003906,3906.0,5330548.54,-0.01,3.05,6.18,2024-04-21
231,Telcoin,TEL,286088467.56,0.003264,3264.0,850487.49,-0.22,-4.79,-0.84,2024-04-21
232,Moonbeam,GLMR,282685677.65,0.3296,3296.0,5728437.27,-0.37,-1.71,4.63,2024-04-21
233,GMX,GMX,281152920.78,29.72,2972.0,15311743.23,-0.68,-1.45,10.29,2024-04-21
234,Ontology Gas,ONG,275695949.48,0.7318,7318.0,420447039.65,-1.76,8.17,73.65,2024-04-21
235,Kusama,KSM,276103759.4,32.6,3260.0,11789870.69,-0.24,-2.71,2.86,2024-04-21
236,Kujira,KUJI,276573107.51,2.2605,22605.0,942100.3,0.09,1.36,23.81,2024-04-21
237,Popcat (SOL),POPCAT,279254128.42,0.285,285.0,72631866.19,2.63,36.15,80.73,2024-04-21
238,Omni Network,OMNI,269221098.82,25.91,2591.0,92977419.85,-0.68,-10.43,0.0,2024-04-21
239,Baby Doge Coin,BabyDoge,266880697.14,,,4049772.7,-0.39,-0.88,10.09,2024-04-21
240,Alchemy Pay,ACH,263274024.93,0.03476,3476.0,26858241.07,-1.09,-0.33,26.52,2024-04-21
241,Chromia,CHR,258265464.31,0.3179,3179.0,8852979.05,-0.39,-3.08,-6.36,2024-04-21
242,Convex Finance,CVX,256316498.92,2.6951,26951.0,4889531.47,-0.28,-3.11,0.0,2024-04-21
243,BinaryX,BNX,254584967.21,0.7084,7084.0,11169970.17,0.04,-2.79,-3.25,2024-04-21
244,Creditcoin,CTC,251628486.26,0.7584,7584.0,14452646.92,-1.09,-0.35,2.7,2024-04-21
245,Kadena,KDA,248865732.51,0.9181,9181.0,7936009.03,-0.52,-4.66,-3.99,2024-04-21
246,WAX,WAXP,250421480.46,0.07289,7289.0,41439624.55,-0.85,1.8,6.24,2024-04-21
247,Beldex,BDX,247358655.93,0.03838,3838.0,1873049.75,0.63,-1.87,3.31,2024-04-21
248,Decentralized Social,DESO,243910684.83,27.45,2745.0,9484146.4,0.02,-3.81,-1.04,2024-04-21
249,SushiSwap,SUSHI,241100772.29,1.0211,10211.0,24869585.58,-0.38,-3.1,1.68,2024-04-21
250,ICON,ICX,239591169.72,0.2419,2419.0,6249535.36,-0.43,-2.15,1.58,2024-04-21
