rank,name,symbol,market_cap,price,circulating_supply,volume_24h,%1h,%7h,%24h,date
617,Neom,NEOM,51011994.00,23.84,2384,--,0.00,0.00,-0.20,2024-04-21
618,Decimal,DEL,51168377.47,0.006144,0006144,77015.69,0.38,-0.26,-7.98,2024-04-21
619,Assemble Protocol,ASM,50319042.74,0.03423,003423,1120566.81,0.01,-3.21,6.34,2024-04-21
620,Opulous,OPUL,50473605.21,0.1779,01779,1166668.92,0.11,-7.14,-7.27,2024-04-21
621,Kin,KIN,50412935.76,0.00001717,000001717,230838.39,-0.50,-0.69,-2.19,2024-04-21
622,Dynex,DNX,50708436.05,0.5752,05752,1346562.30,-0.77,-2.18,-2.15,2024-04-21
623,Green Satoshi Token (SOL),GST,50340481.91,0.03821,003821,2744342.52,-0.94,1.27,7.61,2024-04-21
624,Mdex,MDX,50318179.92,0.05295,005295,25417671.70,4.98,15.39,40.97,2024-04-21
625,CEEK VR,CEEK,49362847.52,0.06127,006127,2525963.79,-0.02,-2.50,7.84,2024-04-21
626,smARTOFGIVING,AOG,49524066.29,0.6712,06712,--,0.01,-0.01,-0.09,2024-04-21
627,Groestlcoin,GRS,49398327.94,0.5818,05818,2088422.15,-0.04,-0.50,2.79,2024-04-21
628,xMoney,UTK,48549199.86,0.0971,00971,4702934.96,-0.74,-5.72,4.76,2024-04-21
629,Dego Finance,DEGO,48481308.20,2.3089,23089,2881582.10,-0.28,-3.78,2.72,2024-04-21
630,Bitcoin Dominica,BTCD,48451707.12,46.98,4698,--,0.00,0.00,-0.15,2024-04-21
631,Whiteheart,WHITE,48075169.38,5409.00,540900,54.09,0.00,2.02,2.89,2024-04-21
632,Morpheus.Network,MNW,47891190.47,1.0151,10151,138328.85,-0.31,-4.14,-4.68,2024-04-21
633,Solchat,CHAT,47720069.92,5.9328,59328,3434051.53,-0.59,-13.78,-14.96,2024-04-21
634,Dero,DERO,47749070.55,3.3361,33361,9990.74,-0.15,-2.37,-14.91,2024-04-21
635,Doge Killer,LEASH,47571591.93,447.29,44729,2985324.58,-0.27,-4.50,3.24,2024-04-21
636,Reserve,RSV,47567988.46,1.6488,16488,--,-0.09,-0.07,-0.19,2024-04-21
637,ELYSIA,EL,46973165.98,0.01171,001171,6741423.56,2.89,4.48,7.36,2024-04-21
638,PAID Network,PAID,47497728.75,0.1644,01644,153462.92,0.04,2.90,-12.70,2024-04-21
639,Sentinel Protocol,UPP,48373610.51,0.09717,009717,57003734.93,1.11,6.08,8.63,2024-04-21
640,5ire,5IRE,47189844.29,0.1066,01066,847765.53,0.01,-2.94,-24.08,2024-04-21
641,Concordium,CCD,47172490.92,0.005055,0005055,1380767.56,0.21,-0.84,-0.04,2024-04-21
642,League of Kingdoms Arena,LOKA,46541281.86,0.2782,02782,4889885.53,-0.60,-2.42,-1.21,2024-04-21
643,sUSD,SUSD,46679972.70,0.9935,09935,2844204.79,0.10,-0.35,-0.42,2024-04-21
644,Shrapnel,SHRAP,46591175.20,0.1934,01934,1375952.26,-0.13,-4.75,-9.90,2024-04-21
645,cheqd,CHEQ,46516763.41,0.0724,00724,273930.35,-0.14,-1.60,6.93,2024-04-21
646,Kwenta,KWENTA,46505743.95,107.70,10770,154414.67,0.34,-3.16,-0.16,2024-04-21
647,Vara Network,VARA,46203892.84,0.111,0111,661156.78,0.28,0.22,7.80,2024-04-21
648,Voxies,VOXEL,45918184.81,0.2626,02626,4022187.00,0.41,0.45,5.03,2024-04-21
649,PLANET,PLANET,45149810.89,0.00005303,000005303,3863622.90,-0.28,-9.49,-3.03,2024-04-21
650,DEAPcoin,DEP,45258546.54,0.001968,0001968,1195846.65,1.62,-0.67,10.55,2024-04-21
651,Circuits of Value,COVAL,44559842.18,0.02497,002497,578752.30,-0.67,-3.68,1.53,2024-04-21
652,Statter Network,STT,44903644.34,0.8919,08919,9968060.23,0.14,0.63,-14.97,2024-04-21
653,Coreum,COREUM,44684308.58,0.1161,01161,1669080.64,0.84,-1.14,-3.82,2024-04-21
654,AIT Protocol,AIT,44695829.75,0.3985,03985,1876288.17,-0.45,11.88,-3.62,2024-04-21
655,Vega Protocol,VEGA,44275872.53,0.7261,07261,139255.07,-0.22,-3.82,0.23,2024-04-21
656,Vertex Protocol,VRTX,44219484.42,0.2001,02001,3194671.22,0.09,5.08,-4.68,2024-04-21
657,Moss Coin,MOC,44411661.66,0.1077,01077,1749725.05,-0.87,0.77,3.13,2024-04-21
658,Kishu Inu,KISHU,44062763.36,--,--,894872.54,-0.43,-2.12,9.42,2024-04-21
659,Cere Network,CERE,43959264.80,0.006334,0006334,796082.63,0.07,1.52,3.94,2024-04-21
660,Botto,BOTTO,43617566.56,0.9538,09538,157921.73,-1.09,0.79,9.19,2024-04-21
661,EURC,EURC,43645751.69,1.0521,10521,1674196.52,0.36,-0.55,-0.20,2024-04-21
662,Smart Layer Network,SLN,43508174.57,2.6569,26569,3323268.09,-1.28,10.51,11.23,2024-04-21
663,ViciCoin,VCNT,43414424.92,19.05,1905,578521.77,0.07,-0.93,8.29,2024-04-21
664,Litentry,LIT,43126329.01,1.0885,10885,4967887.34,-0.14,-2.77,3.28,2024-04-21
665,Cratos,CRTS,42952968.51,0.0008713,00008713,2949483.92,-0.73,0.17,-0.90,2024-04-21
666,Bonfida,FIDA,43081381.15,0.3466,03466,4571066.24,0.29,-0.89,6.78,2024-04-21
667,RAMP,RAMP,42829872.05,0.08963,008963,66.13,0.02,-5.51,-3.56,2024-04-21
668,HOPR,HOPR,42716476.16,0.1252,01252,553499.69,0.56,-0.32,0.86,2024-04-21
669,Metacraft,MCT,42702252.51,0.8109,08109,7052.61,-0.71,8.11,15.68,2024-04-21
670,XCAD Network,XCAD,42698374.74,0.8946,08946,5460002.49,-0.12,-0.64,10.62,2024-04-21
671,Vectorspace AI,VXV,42361445.25,0.8486,08486,100332.35,0.27,-2.09,3.83,2024-04-21
672,Alpha Quark Token,AQT,40701575.61,1.5184,15184,1700490.48,0.04,1.01,4.03,2024-04-21
673,Only1,LIKE,41713170.07,0.1526,01526,2498642.60,-0.30,1.03,4.07,2024-04-21
674,Router Protocol,ROUTE,41736221.43,2.7572,27572,1097423.96,-0.61,-3.70,3.86,2024-04-21
675,Isiklar Coin,ISIKC,42070792.71,0.4207,04207,86199.09,1.24,2.70,-1.73,2024-04-21
676,ArchLoot,ALT,41042815.11,0.2581,02581,3625374.61,-0.72,-0.38,-9.15,2024-04-21
677,Zano,ZANO,41187765.81,3.3809,33809,68206.93,0.02,7.25,16.05,2024-04-21
678,Quickswap [New],QUICK,41205253.36,0.05895,005895,3755931.95,-0.72,-5.36,-0.16,2024-04-21
679,Velas,VLX,40832921.37,0.01582,001582,987635.48,-0.09,-1.24,20.06,2024-04-21
680,Hacken Token,HAI,40644005.28,0.06299,006299,255502.45,-0.23,-2.29,-1.05,2024-04-21
681,iMe Lab,LIME,40495785.18,0.08579,008579,3444413.01,-0.37,-3.58,3.93,2024-04-21
682,SelfKey,KEY,39889096.63,0.007519,0007519,3838535.70,-0.34,-1.23,9.14,2024-04-21
683,Openfabric AI,OFN,40040989.69,0.6528,06528,2316938.52,-0.71,5.24,75.47,2024-04-21
684,ALTAVA,TAVA,39852429.15,0.07832,007832,8200197.04,1.58,10.97,13.14,2024-04-21
685,e-Radix,EXRD,39835003.66,0.05421,005421,410615.15,0.01,-2.36,-8.03,2024-04-21
686,BADMAD ROBOTS,METAL,39863070.50,0.05542,005542,571819.12,0.40,23.10,33.86,2024-04-21
687,Celsius,CEL,39346458.49,0.1647,01647,1439572.76,-0.51,-2.03,14.23,2024-04-21
688,Turbo,TURBO,39151062.83,0.0006149,00006149,7733397.28,-0.38,-5.43,5.57,2024-04-21
689,Moonchain,MXC,39083188.48,0.01479,001479,400352074.80,-1.12,7.98,7.26,2024-04-21
690,ZTX,ZTX,38719239.49,0.01347,001347,1221046.09,-0.15,-0.32,-15.98,2024-04-21
691,XSGD,XSGD,38695242.92,0.735,0735,322230.20,0.05,0.29,0.71,2024-04-21
692,KYVE Network,KYVE,38402260.25,0.06996,006996,18803.39,0.04,-0.10,-14.32,2024-04-21
693,Gelato,GEL,38294413.76,0.3483,03483,235225.48,-0.08,-1.54,-3.86,2024-04-21
694,PARSIQ,PRQ,38350781.18,0.1474,01474,1756984.77,1.10,-0.92,2.36,2024-04-21
695,Stratos,STOS,38132762.93,0.9828,09828,253844.01,-0.20,-1.22,-6.24,2024-04-21
696,Tether EURt,EURt,37932529.51,1.0425,10425,2070915.19,-0.21,-0.77,-0.92,2024-04-21
697,APX,APX,37882667.36,0.08457,008457,1356931.23,0.10,2.06,-15.50,2024-04-21
698,Celo Dollar,CUSD,37785808.75,0.9995,09995,4408521.96,0.02,0.04,-0.14,2024-04-21
699,pSTAKE Finance,PSTAKE,37689889.00,0.08573,008573,1503575.53,0.17,-7.92,-5.73,2024-04-21
700,PolySwarm,NCT,37162204.98,0.02403,002403,853533.67,-2.15,-3.36,1.26,2024-04-21
701,Altura,ALU,37051452.02,0.05148,005148,10817157.39,-0.13,4.94,-1.48,2024-04-21
702,MUX Protocol,MCB,36919106.36,9.6608,96608,117664.61,-0.05,1.47,9.99,2024-04-21
703,Farcana,FAR,36917969.34,0.1108,01108,67430938.64,0.30,0.57,1.77,2024-04-21
704,AVINOC,AVINOC,36609144.45,0.09405,009405,58290.91,-0.03,0.89,-4.56,2024-04-21
705,Biswap,BSW,36313407.56,0.08431,008431,3541959.12,0.19,-0.70,-1.20,2024-04-21
706,Stronghold Token,SHX,36754005.00,0.006344,0006344,316938.52,1.69,3.62,7.25,2024-04-21
707,Cetus Protocol,CETUS,36096601.33,0.1289,01289,8336870.12,-0.27,-2.24,7.38,2024-04-21
708,StaFi,FIS,35810289.38,0.5924,05924,5539928.94,-1.25,-6.80,0.02,2024-04-21
709,Keep3rV1,KP3R,35892725.38,84.42,8442,5463063.32,-2.08,-4.86,1.58,2024-04-21
710,Aura Finance,AURA,35888122.87,0.6947,06947,44084.26,0.08,1.06,16.75,2024-04-21
711,AhaToken,AHT,35885558.53,0.007971,0007971,3195565.80,-0.57,1.00,-0.40,2024-04-21
712,Akropolis,AKRO,36414157.65,0.008208,0008208,58420117.06,0.75,9.65,23.19,2024-04-21
713,Lumerin,LMR,35671510.46,0.0588,00588,92976.88,-0.02,1.83,-11.67,2024-04-21
714,Paris Saint-Germain Fan Token,PSG,35462783.48,4.6520,46520,3862842.09,-0.34,-1.58,13.01,2024-04-21
715,RabbitX,RBX,35552492.64,0.09751,009751,147834.54,0.00,11.93,42.05,2024-04-21
716,Scallop,SCLP,35437090.74,0.5487,05487,1338452.67,-1.10,0.07,14.91,2024-04-21
717,Graphlinq Chain,GLQ,35528747.94,0.1045,01045,931742.82,0.57,-4.94,5.79,2024-04-21
718,AVA,AVA,35431983.75,0.6882,06882,1698953.62,-0.69,-1.42,2.49,2024-04-21
719,Solend,SLND,35397145.87,0.9233,09233,80760.87,-0.29,-1.07,-7.17,2024-04-21
720,SLG.GAMES,SLG,35069755.07,0.06952,006952,2261166.18,-0.08,-2.80,-6.41,2024-04-21
721,Locus Chain,LOCUS,34741770.31,0.01669,001669,278260.36,-1.01,6.61,70.89,2024-04-21
722,Decubate,DCB,34803271.02,0.1023,01023,1368894.20,0.30,4.02,-4.72,2024-04-21
723,Unifi Protocol DAO,UNFI,34603180.07,4.0101,40101,5971519.05,-0.11,-1.53,16.85,2024-04-21
724,Shapeshift FOX Token,FOX,34626880.05,0.09181,009181,1500548.02,-0.41,0.59,-4.89,2024-04-21
725,Santos FC Fan Token,SANTOS,34329423.08,6.1899,61899,8118743.01,0.07,-0.78,15.80,2024-04-21
726,ASD,ASD,34908031.67,0.05284,005284,2479318.75,0.36,-6.49,-12.85,2024-04-21
727,OctaSpace,OCTA,34183227.73,1.2325,12325,237097.76,-0.12,-4.15,-8.59,2024-04-21
728,Nuco.cloud,NCDT,34080362.38,1.0640,10640,301878.77,-0.03,-7.98,1.70,2024-04-21
729,UniLend,UFT,33589965.77,0.4293,04293,3378913.65,0.10,-4.69,4.14,2024-04-21
730,Open Custody Protocol,OPEN,33389458.91,0.04747,004747,528715.89,0.00,0.00,-0.78,2024-04-21
731,RocketX exchange,RVF,33310285.72,0.3555,03555,138980.78,0.02,4.44,-0.16,2024-04-21
732,Tranchess,CHESS,33320165.98,0.2117,02117,4803527.03,-0.36,-6.14,4.30,2024-04-21
733,QORPO WORLD,QORPO,33075653.89,0.7499,07499,1354519.82,0.27,4.21,9.67,2024-04-21
734,Synesis One,SNS,32487325.33,0.0712,00712,2764722.63,0.42,-0.63,12.25,2024-04-21
735,NFT Worlds,WRLD,32716158.50,0.04594,004594,33416.79,0.02,0.01,-8.71,2024-04-21
736,PIVX,PIVX,32572229.17,0.3974,03974,1924954.62,-0.39,-2.90,7.58,2024-04-21
737,FC Barcelona Fan Token,BAR,32627189.80,3.0503,30503,2352333.59,-0.11,-1.67,-4.41,2024-04-21
738,Katana Inu,KATA,32514416.86,0.00151,000151,875986.40,-0.13,5.09,-0.19,2024-04-21
739,ONBUFF,ONIT,32568590.04,0.04229,004229,1795090.78,2.58,-0.82,20.73,2024-04-21
740,QuickSwap [Old],QUICK,32487509.50,63.21,6321,19722.25,0.18,-3.11,-0.69,2024-04-21
741,Beefy,BIFI,31805625.07,397.57,39757,3360748.95,0.74,-3.39,8.90,2024-04-21
742,Ampleforth,AMPL,32254844.67,1.1408,11408,3026845.97,0.26,-4.13,16.42,2024-04-21
743,Suku,SUKU,32137807.93,0.1801,01801,2700156.60,-3.04,-6.24,4.73,2024-04-21
744,Across Protocol,ACX,32342072.75,0.2343,02343,825801.15,0.01,6.00,-2.23,2024-04-21
745,ZKFair,ZKF,31968470.70,0.003197,0003197,6638003.43,-0.12,-4.46,-4.95,2024-04-21
746,Student Coin,STC,32065266.70,0.006024,0006024,2869.83,0.01,0.28,0.07,2024-04-21
747,Crypto Asset Governance Alliance,CAGA,32031303.39,0.0005209,00005209,2098667.66,-0.03,-0.14,-0.52,2024-04-21
748,AdEx,ADX,31728502.87,0.2203,02203,3518277.58,-0.33,-4.03,-1.05,2024-04-21
749,Mango,MNGO,31701566.48,0.0317,00317,335284.19,0.49,16.65,33.14,2024-04-21
750,DeRace,DERC,31756982.73,0.2646,02646,549780.74,0.95,4.97,7.06,2024-04-21
751,Blocksquare Token,BST,31605759.74,0.68,068,643847.90,0.12,-0.03,-3.22,2024-04-21
752,Onomy Protocol,NOM,31459994.49,0.3306,03306,884324.09,0.38,-8.91,20.33,2024-04-21
753,Creo Engine,CREO,31313488.20,0.1079,01079,2294676.26,0.38,0.83,13.28,2024-04-21
754,Kryll,KRL,31428013.92,0.8174,08174,3477098.17,-1.60,1.15,14.54,2024-04-21
755,Minswap,MIN,31379444.69,0.02899,002899,167101.32,3.28,1.10,7.12,2024-04-21
756,Pitbull,PIT,31276321.71,--,--,536145.09,-0.40,-1.51,-4.68,2024-04-21
757,OmniFlix Network,FLIX,31083241.74,0.124,0124,16739.87,-0.31,2.07,4.89,2024-04-21
758,XPR Network,XPR,30846122.69,0.001211,0001211,743943.95,-0.17,-1.84,-0.75,2024-04-21
759,Nine Chronicles,WNCG,30208166.02,0.08783,008783,611552.03,0.03,-0.64,-3.89,2024-04-21
760,GET Protocol,GET,30416904.35,2.6709,26709,1143652.70,0.00,-2.82,17.97,2024-04-21
761,Alpaca Finance,ALPACA,29728433.25,0.1989,01989,4683793.60,-0.28,-0.81,10.31,2024-04-21
762,Connex,CONX,29870610.41,25.97,2597,166174.36,-0.16,-0.03,-1.11,2024-04-21
763,FIO Protocol,FIO,29797222.70,0.03966,003966,3661937.27,-0.20,-1.94,8.78,2024-04-21
764,Aurory,AURY,29737912.07,0.5408,05408,868554.42,-7.62,-13.58,-18.32,2024-04-21
765,Tectonic,TONIC,29627194.00,0.00000012,000000012,30574.78,-0.03,-0.54,-3.55,2024-04-21
766,Sperax,SPA,29357842.10,0.01735,001735,2278535.23,2.75,5.98,4.43,2024-04-21
767,FONSmartChain,FON,29436162.20,2.3829,23829,364598.47,0.22,-0.28,-3.87,2024-04-21
768,CENNZnet,CENNZ,28969896.88,0.02414,002414,72353.96,-0.80,-0.31,-5.10,2024-04-21
769,VITE,VITE,29158993.68,0.02675,002675,3463544.54,0.14,0.63,6.86,2024-04-21
770,VIDT DAO,VIDT,28872118.66,0.0375,00375,2221036.83,0.01,-2.01,4.16,2024-04-21
771,Swarm Markets,SMT,29060561.07,0.8868,08868,329800.96,1.41,-2.86,-5.58,2024-04-21
772,HELLO Labs,HELLO,28942919.61,0.0459,00459,1513546.79,0.18,1.01,0.82,2024-04-21
773,Dock,DOCK,28398929.64,0.0324,00324,1210128.17,0.04,-0.91,8.16,2024-04-21
774,OORT,OORT,28350514.43,0.3955,03955,2189314.37,0.29,-2.14,-9.96,2024-04-21
775,Klever,KLV,28606602.74,0.003221,0003221,821938.08,0.15,3.61,8.44,2024-04-21
776,Bloktopia,BLOK,28246966.13,0.001611,0001611,830236.98,-0.41,-1.48,2.00,2024-04-21
777,Sentinel,DVPN,28476226.86,0.001589,0001589,284427.26,-0.69,7.10,1.77,2024-04-21
778,Kava Lend,HARD,27711610.40,0.2056,02056,1574108.35,-0.37,-1.18,5.49,2024-04-21
779,Hatom,HTM,27681253.17,1.6608,16608,167042.69,-0.46,-3.90,11.24,2024-04-21
780,Shiba Predator,QOM,27649983.66,0.00000005,000000005,58147.33,-0.64,-0.77,10.17,2024-04-21
781,Orange,ORNJ,27303786.52,0.4454,04454,5598105.60,3.41,-4.70,-14.21,2024-04-21
782,BurgerCities,BURGER,27419449.08,0.514,0514,3995853.25,-0.51,-1.81,-10.39,2024-04-21
783,NuNet,NTX,27449613.62,0.05445,005445,98749.36,0.18,-0.21,-3.80,2024-04-21
784,AirDAO,AMB,27110682.11,0.008892,0008892,3540572.76,-0.39,-2.46,1.77,2024-04-21
785,PointPay,PXP,27358801.67,0.09044,009044,--,-0.32,-4.75,-8.23,2024-04-21
786,Wing Finance,WING,27107904.58,6.4387,64387,2275943.72,-0.52,-2.78,2.74,2024-04-21
787,Abelian,ABEL,27129871.64,0.3855,03855,138056.48,1.41,0.73,-17.28,2024-04-21
788,Swarm,BZZ,27127238.64,0.5157,05157,1655824.20,-2.22,16.60,8.35,2024-04-21
789,Nodle,NODL,26998024.76,0.007494,0007494,97620.14,0.10,-3.60,-6.67,2024-04-21
790,CoinEx Token,CET,26943695.58,0.03802,003802,66632.90,0.08,0.09,3.81,2024-04-21
791,Inverse Finance,INV,26671069.22,50.78,5078,155988.92,1.02,-2.85,4.50,2024-04-21
792,Cellframe,CELL,26688556.73,0.9332,09332,266578.24,-0.46,4.92,3.43,2024-04-21
793,WiFi Map,WIFI,25960851.05,0.08677,008677,762651.14,-3.49,-4.72,-7.32,2024-04-21
794,ISKRA Token,ISK,26125057.40,0.188,0188,132356.44,-0.39,0.39,-9.70,2024-04-21
795,AirSwap,AST,25906671.53,0.1485,01485,2917507.93,-0.98,-0.92,10.74,2024-04-21
796,Credefi,CREDI,25967780.50,0.03469,003469,304237.96,1.02,-6.71,-5.89,2024-04-21
797,Zynecoin,ZYN,25733696.45,0.6141,06141,460636.64,-0.09,0.21,-7.03,2024-04-21
798,USDK,USDK,25698530.86,0.8985,08985,--,0.00,0.00,2.13,2024-04-21
799,UFO Gaming,UFO,25691173.16,0.000001,0000001,529292.33,0.17,-0.90,-3.05,2024-04-21
800,Ternoa,CAPS,25322198.80,0.01967,001967,511623.21,-1.25,0.57,3.55,2024-04-21
801,Starlink,STARL,25137385.48,0.00000252,000000252,2276260.94,-0.13,1.23,6.75,2024-04-21
802,DUKO,DUKO,25666252.72,0.002656,0002656,10323317.33,-1.63,-6.97,113.52,2024-04-21
803,S.S. Lazio Fan Token,LAZIO,25078781.36,2.9161,29161,5119808.12,-0.32,-2.04,7.05,2024-04-21
804,GameGPT,DUEL,25164985.40,0.0173,00173,2321338.62,-0.11,-4.89,-3.27,2024-04-21
805,Counterparty,XCP,25100502.90,9.6027,96027,76.83,-0.01,-1.01,-6.84,2024-04-21
806,WeBuy,WE,25065168.15,0.06923,006923,212008.33,0.03,-10.47,-10.99,2024-04-21
807,Samoyedcoin,SAMO,24741918.94,0.006765,0006765,2947314.94,-0.45,4.98,-17.59,2024-04-21
808,Lingose,LING,24703163.98,0.004732,0004732,564504.00,0.27,-0.26,4.68,2024-04-21
809,Manchester City Fan Token,CITY,24679635.42,3.3908,33908,4112551.04,-0.16,-0.82,-4.09,2024-04-21
810,Cryptex Finance,CTX,24789254.30,4.1602,41602,231479.29,0.27,0.84,8.56,2024-04-21
811,ParaSwap,PSP,24490243.63,0.03287,003287,155949.85,-0.16,-0.80,-2.37,2024-04-21
812,Volt Inu,VOLT,24384910.05,0.00000045,000000045,4122708.34,0.77,1.89,-3.21,2024-04-21
813,TokenPocket,TPT,24387341.37,0.007035,0007035,107547.78,0.54,9.98,11.56,2024-04-21
814,Neurai,XNA,24369144.57,0.002468,0002468,363381.08,0.75,1.01,14.31,2024-04-21
815,BarnBridge,BOND,24152176.27,3.0533,30533,2963485.88,-0.38,-1.81,1.14,2024-04-21
816,MonaCoin,MONA,24203588.01,0.3682,03682,213797.90,0.73,4.49,-5.24,2024-04-21
817,Firo,FIRO,23833637.30,1.7527,17527,3543571.01,-0.24,-0.02,8.23,2024-04-21
818,AXEL,AXEL,20654176.60,0.07296,007296,2310.63,-1.93,-20.75,-3.73,2024-04-21
819,r/CryptoCurrency Moons,MOON,23763334.44,0.2226,02226,141555.42,0.04,3.63,-1.96,2024-04-21
820,ABBC Coin,ABBC,23657795.59,0.01934,001934,2303843.04,0.03,-0.56,-5.55,2024-04-21
821,Optimus AI,OPTI,23513819.08,0.2474,02474,498121.41,0.52,3.96,-2.90,2024-04-21
822,OG Fan Token,OG,23448382.32,4.9092,49092,3325251.74,-0.12,-0.89,5.65,2024-04-21
823,WAGMI Games,WAGMIGAMES,23516924.21,0.00001303,000001303,6080260.61,-0.06,-0.99,-9.33,2024-04-21
824,DexCheck AI,DCK,23413673.01,0.06898,006898,1070206.88,0.31,-2.31,-10.49,2024-04-21
825,Carbon browser,CSIX,23265260.73,0.05866,005866,1406997.15,0.14,-1.60,-1.06,2024-04-21
826,Hathor,HTR,23320802.08,0.09259,009259,475986.13,-0.35,-5.36,-3.25,2024-04-21
827,Shido [New],SHIDO,23008469.70,0.001313,0001313,1186030.26,0.72,-2.02,-21.54,2024-04-21
828,Carrieverse,CVTX,23022996.24,0.1109,01109,4340821.78,-0.70,-1.65,-25.03,2024-04-21
829,Solanium,SLIM,23003943.02,0.23,023,748370.54,-0.08,-1.09,-7.93,2024-04-21
830,Alpine F1 Team Fan Token,ALPINE,22883179.38,2.0144,20144,3277879.75,-0.50,-0.05,0.98,2024-04-21
831,TRVL,TRVL,22847573.04,0.07296,007296,132934.91,0.01,2.66,22.16,2024-04-21
832,Mintlayer,ML,22811034.56,0.3553,03553,2282133.70,0.19,-7.79,-6.14,2024-04-21
833,GameSwift,GSWIFT,22744081.19,0.3632,03632,251288.23,-0.25,-4.32,-7.86,2024-04-21
834,TROY,TROY,22454282.33,0.002603,0002603,2231110.08,-0.34,-1.04,-1.42,2024-04-21
835,Argentine Football Association Fan Token,ARG,22717773.65,1.9036,19036,920853.34,0.27,-0.12,9.66,2024-04-21
836,Poolz Finance,POOLX,22431005.05,4.5662,45662,922258.13,-0.02,-0.56,-7.03,2024-04-21
837,Pepe 2.0,PEPE2.0,22335394.97,0.00000005,000000005,1626733.06,0.25,-5.87,10.13,2024-04-21
838,Petals,PTS,22294779.47,0.001578,0001578,13817.15,-0.20,-0.16,-2.12,2024-04-21
839,Solama,SOLAMA,21904422.98,0.0335,00335,7810579.71,-3.16,59.14,69.03,2024-04-21
840,Viberate,VIB,22257680.45,0.1113,01113,4553874.49,1.33,3.31,27.45,2024-04-21
841,dForce,DF,22175311.70,0.05133,005133,2989534.97,-0.22,-1.10,3.97,2024-04-21
842,Kleros,PNK,22120284.99,0.02848,002848,399915.18,0.16,0.02,-2.87,2024-04-21
843,Metahero,HERO,22204529.50,0.004358,0004358,964514.12,0.19,0.43,-1.79,2024-04-21
844,SHPING,SHPING,21851822.23,0.009556,0009556,900409.32,1.29,4.98,3.32,2024-04-21
845,SwftCoin,SWFTC,22054582.62,0.005507,0005507,3756441.15,-0.58,4.94,5.97,2024-04-21
846,SquidGrow,SQUIDGROW,21923631.63,0.00000002,000000002,593756.87,0.37,10.72,11.72,2024-04-21
847,Quantum Resistant Ledger,QRL,21653594.32,0.3187,03187,611300.48,-0.05,1.12,15.18,2024-04-21
848,YooShi,YOOSHI,21771493.80,0.00000006,000000006,127191.06,0.21,4.11,0.17,2024-04-21
849,Inspect,INSP,21774180.01,0.1353,01353,823662.72,0.01,0.56,-13.42,2024-04-21
850,Symbiosis,SIS,21591287.29,0.3518,03518,3770697.33,0.08,-2.17,-7.21,2024-04-21
851,Xend Finance,RWA,22351904.13,0.2088,02088,448212.48,4.15,9.87,0.17,2024-04-21
852,Radiant,RXD,21368183.43,0.002032,0002032,103845.19,0.36,0.50,3.43,2024-04-21
853,ICHI,ICHI,21323292.37,2.5440,25440,570542.69,-0.17,-0.14,-2.98,2024-04-21
854,Helium IOT,IOT,21325985.25,0.0008904,00008904,166219.84,-0.33,-5.26,-13.75,2024-04-21
855,FC Porto Fan Token,PORTO,21169510.98,2.7140,27140,4427749.37,-0.79,-1.30,8.47,2024-04-21
856,Ellipsis,EPS,21241796.52,0.02935,002935,704.05,0.01,0.84,0.79,2024-04-21
857,Aventus,AVT,21177535.24,3.5296,35296,497311.47,0.00,-3.56,1.95,2024-04-21
858,Dejitaru Tsuka,TSUKA,21015634.96,0.02102,002102,378794.59,1.44,-1.24,-31.73,2024-04-21
859,Yield App,YLD,21134833.85,0.07963,007963,416070.12,0.01,1.79,-0.30,2024-04-21
860,DFI.Money,YFII,21028171.25,544.83,54483,3104764.59,0.81,0.91,17.37,2024-04-21
861,DeepBrain Chain,DBC,20575324.13,0.00379,000379,548861.92,0.92,-6.57,-8.53,2024-04-21
862,Castello Coin,CAST,20985895.35,0.09884,009884,96846.61,0.09,-1.88,-2.94,2024-04-21
863,Vita Inu,VINU,20987101.37,0.00000002,000000002,7285034.93,-0.01,1.63,36.23,2024-04-21
864,Stader,SD,20766880.34,0.736,0736,890876.75,0.37,0.23,-18.65,2024-04-21
865,Catgirl,CATGIRL,20617728.41,--,--,844984.61,0.09,3.18,-1.92,2024-04-21
866,KardiaChain,KAI,20760102.71,0.004348,0004348,75806.87,0.21,-5.65,-1.86,2024-04-21
867,Kasta,KASTA,20789472.09,0.03435,003435,355408.89,0.04,-1.98,17.59,2024-04-21
868,Step App,FITFI,20574998.97,0.008132,0008132,5908913.56,-0.53,-1.12,5.54,2024-04-21
869,Dvision Network,DVI,20310219.38,0.0277,00277,611384.53,-0.35,0.83,4.44,2024-04-21
870,Galeon,GALEON,20082038.83,0.02942,002942,75079.94,0.22,-1.31,-2.17,2024-04-21
871,Bitcoin Diamond,BCD,19958372.58,0.107,0107,26754.06,0.09,-0.33,-1.76,2024-04-21
872,Arianee,ARIA20,19960148.91,0.2308,02308,38.50,0.00,-2.27,0.31,2024-04-21
873,renBTC,RENBTC,19909490.55,65384.39,6538439,3021.40,0.28,0.38,2.47,2024-04-21
874,BioPassport Token,BIOT,19683244.69,0.003443,0003443,1409678.06,-0.59,3.42,18.01,2024-04-21
875,TABOO TOKEN,TABOO,19603279.75,0.002004,0002004,692634.82,1.56,11.03,-0.99,2024-04-21
876,Stobox Token,STBU,19612237.10,0.1991,01991,491554.14,-0.29,-4.89,-13.70,2024-04-21
877,Gamium,GMM,19451368.43,0.0009351,00009351,419092.18,1.59,1.20,11.84,2024-04-21
